id,investigator,specimen_ID,date,cross_section_shape,cross_section_size,area,d_br,b_br,t_br,w_br,i_x,i_y,r_x,r_y,z_x,z_y,j,configuration,brace_angle,l_b,l_b_clear,steel,e,f_yn,fy_m,f_um,boundary_condition,l_1t,l_2t,l_3t,l_4t,l_5t,l_6t,l_7t,_8t,t_t,l_1b,l_2b,l_3b,l_4b,l_5b,l_6b,l_7b,l_8b,t_b,steel_gp,f_yn_gp,f_ym_gp,f_um_gp,weld_type,l_weld,t_weld,stick_space,nub_bolts,bolt_size,bolt_mat,reinforcement_pl,loading_protocol,p_t,p_t_theory,p_c,kl_r,l_c,l_c_theory,k_assumed,kl_r_theory,reference,link,latitude,longitude
Zayas_Strut1,"Zayas, Popov & Mahin",Strut 1,1980,Circular HSS,100.8x2.1,658,100.8,100.8,2.1,na,822559.86,822559.86,35356.63,35356.63,20961.11,20961.11,1586562.52,SB,45,1404,1404,Annealed AISI 1020,200000,295,214,242,Pin-Pin end,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,pinned-pinned,na,na,na,na,na,na,na,na,na,na,na,na,Symmetric Cyclic,134.8,140.6,102.3,54,0.6,0,1,0.04,"Zayas, V. A. Popov, E. P. & Mahin. S. A. (1980). Cyclic inelastic buckling of tubular steel Braces, Report  UCB,  Earthquake Engineering  Research  Center,  University  of  California at Berkeley, Berkeley, CA, USA",https://nisee.berkeley.edu/elibrary/Text/101000956,37.91350263,-122.3337107
Zayas_Strut2,"Zayas, Popov & Mahin",Strut 2,1980,Circular HSS,102.3x3.1,942,102.3,102.3,3.1,na,1178791.34,1178791.34,35374.72,35374.72,30331.68,30331.68,2379087.97,SB,45,1404,1404,Annealed AISI 1020,200000,295,214,242,Pin-Pin end,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,pinned-pinned,na,na,na,na,na,na,na,na,na,na,na,na,Symmetric Cyclic,198.8,201.3,194.4,54,0.6,0,1,0.04,"Zayas, V. A. Popov, E. P. & Mahin. S. A. (1980). Cyclic inelastic buckling of tubular steel Braces, Report  UCB,  Earthquake Engineering  Research  Center,  University  of  California at Berkeley, Berkeley, CA, USA",https://nisee.berkeley.edu/elibrary/Text/101000956,37.91350263,-122.3337107
Zayas_Strut3,"Zayas, Popov & Mahin",Strut 3,1980,Circular HSS,100.8x2.1,658,100.8,100.8,2.1,na,822559.86,822559.86,35356.63,35356.63,20961.11,20961.11,1586562.52,SB,45,1404,1404,AISI 1020,200000,295,634,nr,Pin-Pin end,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,pinned-pinned,na,na,na,na,na,na,na,na,na,na,na,na,Far Field Compression,384.8,417.4,268.7,54,1,0,1,0.04,"Zayas, V. A. Popov, E. P. & Mahin. S. A. (1980). Cyclic inelastic buckling of tubular steel Braces, Report  UCB,  Earthquake Engineering  Research  Center,  University  of  California at Berkeley, Berkeley, CA, USA",https://nisee.berkeley.edu/elibrary/Text/101000956,37.91350263,-122.3337107
Zayas_Strut4,"Zayas, Popov & Mahin",Strut 4,1980,Circular HSS,102.3x3.1,942,102.3,102.3,3.1,na,1178791.34,1178791.34,35374.72,35374.72,30331.68,30331.68,2379087.97,SB,45,1404,1404,AISI 1020,200000,295,510,nr,Pin-Pin end,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,pinned-pinned,na,na,na,na,na,na,na,na,na,na,na,na,Far Field Compression,457.3,480.6,255.8,54,0.9,0,1,0.04,"Zayas, V. A. Popov, E. P. & Mahin. S. A. (1980). Cyclic inelastic buckling of tubular steel Braces, Report  UCB,  Earthquake Engineering  Research  Center,  University  of  California at Berkeley, Berkeley, CA, USA",https://nisee.berkeley.edu/elibrary/Text/101000956,37.91350263,-122.3337107
Zayas_Strut5,"Zayas, Popov & Mahin",Strut 5,1980,Circular HSS,100.8x2.1,658,100.8,100.8,2.1,na,822559.86,822559.86,35356.63,35356.63,20961.11,20961.11,1586562.52,SB,45,1784,1784,Annealed AISI 1020,200000,295,214,242,Fixed-fixed end,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,fixed-fixed,na,na,na,na,na,na,na,na,na,na,na,na,Symmetric Cyclic,144.6,140.6,144.6,25,0.3,0,0.5,0.03,"Zayas, V. A. Popov, E. P. & Mahin. S. A. (1980). Cyclic inelastic buckling of tubular steel Braces, Report  UCB,  Earthquake Engineering  Research  Center,  University  of  California at Berkeley, Berkeley, CA, USA",https://nisee.berkeley.edu/elibrary/Text/101000956,37.91350263,-122.3337107
Zayas_Strut6,"Zayas, Popov & Mahin",Strut 6,1980,Circular HSS,102.3x3.1,942,102.3,102.3,3.1,na,1178791.34,1178791.34,35374.72,35374.72,30331.68,30331.68,2379087.97,SB,45,1784,1784,Annealed AISI 1020,200000,295,214,242,Fixed-fixed end,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,fixed-fixed,na,na,na,na,na,na,na,na,na,na,na,na,Symmetric Cyclic,197.9,201.3,197.9,25,0.3,0,0.5,0.03,"Zayas, V. A. Popov, E. P. & Mahin. S. A. (1980). Cyclic inelastic buckling of tubular steel Braces, Report  UCB,  Earthquake Engineering  Research  Center,  University  of  California at Berkeley, Berkeley, CA, USA",https://nisee.berkeley.edu/elibrary/Text/101000956,37.91350263,-122.3337107
Lee_Goel_Specimen1,Lee & Goel,Specimen 1,1987,Rectangular HSS,HSS127x127x4.8,2060,127,127,4.8,na,5120000,5120000,49.8,49.8,94200,94200,8090000,SBF,45,3429,2946,ASTM-A500,200000,315,426,503,Gusset plate,355.6,179.58,218.44,645.16,409.65,101.6,na,na,15.88,355.6,179.58,218.44,645.16,409.65,101.6,na,na,15.88,ASTM A36,250,nr,nr,Fillet,nr,nr,na,na,na,na,na,Near Field Compression,945.7,877.8,974.7,58,0.9,0.81,0.8,55.08,"Lee, S., Goel, S. C. (1987). ""Seismic behavior of hollow and concrete-filled square tubular bracing members."" Research Rep. No. UMCE 87-11, Univ. of Michigan, Ann Arbor, Mich.",https://deepblue.lib.umich.edu/handle/2027.42/161827,42.278046,-83.73822
Lee_Goel_Specimen2,Lee & Goel,Specimen 2,1987,Rectangular HSS,HSS127x127x4.8,2060,127,127,4.8,na,5120000,5120000,49.8,49.8,94200,94200,8090000,SBF,45,3429,3200,ASTM-A500,200000,315,430,469,Gusset plate,304.8 & 114.3,161.54 & 82.55,102.36 & 212.09,85.95,355.7 & 5.74,63.5 & 69.85,na,na,15.88,304.8 & 114.3,161.54 & 82.55,102.36 & 212.09,85.95,355.7 & 5.74,63.5 & 69.85,na,na,15.88,ASTM A36,250,nr,nr,Fillet,nr,nr,na,na,na,na,na,Near Field Compression,955.9,886.3,1049,35,0.5,0.51,0.5,34.43,"Lee, S., Goel, S. C. (1987). ""Seismic behavior of hollow and concrete-filled square tubular bracing members."" Research Rep. No. UMCE 87-11, Univ. of Michigan, Ann Arbor, Mich.",https://deepblue.lib.umich.edu/handle/2027.42/161827,42.278046,-83.73822
Lee_Goel_Specimen4,Lee & Goel,Specimen 4,1987,Rectangular HSS,HSS102x102x3.2,1110,102,102,3.2,na,1780000,1780000,40.1,40.1,40800,40800,2800000,SBF,45,3480,3099,ASTM-A500,200000,315,400,476,Gusset plate,355.6,152.65,147.57,80.77,355.7,38.1,na,na,12.7,355.6,152.65,147.57,80.77,355.7,38.1,na,na,12.7,ASTM A36,250,nr,nr,Fillet,nr,nr,na,na,na,na,na,Near Field Compression,463,443.9,535.6,43,0.6,0.62,0.5,43.39,"Lee, S., Goel, S. C. (1987). ""Seismic behavior of hollow and concrete-filled square tubular bracing members."" Research Rep. No. UMCE 87-11, Univ. of Michigan, Ann Arbor, Mich.",https://deepblue.lib.umich.edu/handle/2027.42/161827,42.278046,-83.73822
Lee_Goel_Specimen5,Lee & Goel,Specimen 5,1987,Rectangular HSS,HSS102x102x6.4,2110,101.6,101.6,6.4,na,3160000,3160000,38.7,38.7,74700,74700,5170000,SBF,45,3454,3099,ASTM-A500,200000,315,510,590,Gusset plate,355.6,152.65,147.57,81.96,371.55,31.75,na,na,15.88,355.6,152.65,147.57,81.96,371.55,31.75,na,na,15.88,ASTM A36,250,nr,nr,Fillet,nr,nr,na,na,na,na,na,Near Field Compression,818,1076.5,668,77,1.2,1.15,0.8,71.41,"Lee, S., Goel, S. C. (1987). ""Seismic behavior of hollow and concrete-filled square tubular bracing members."" Research Rep. No. UMCE 87-11, Univ. of Michigan, Ann Arbor, Mich.",https://deepblue.lib.umich.edu/handle/2027.42/161827,42.278046,-83.73822
Lee_Goel_Specimen6,Lee & Goel,Specimen 6,1987,Rectangular HSS,HSS102x102x6.4,2110,101.6,101.6,6.4,na,3160000,3160000,38.7,38.7,74700,74700,5170000,SBF,45,3480,3299,ASTM-A500,200000,315,510,590,Gusset plate,254 & 114.3,152.65 & 76.2,77.47 & 161.93,71.02,298.4 & 3.69,50.8 & 76.2,na,na,15.88,254 & 114.3,152.65 & 76.2,77.47 & 161.93,71.02,298.4 & 3.69,50.8 & 76.2,na,na,15.88,ASTM A36,250,nr,nr,Fillet,nr,nr,na,na,na,na,na,Near Field Compression,1008,1076.5,902,45,0.7,0.72,0.5,44.96,"Lee, S., Goel, S. C. (1987). ""Seismic behavior of hollow and concrete-filled square tubular bracing members."" Research Rep. No. UMCE 87-11, Univ. of Michigan, Ann Arbor, Mich.",https://deepblue.lib.umich.edu/handle/2027.42/161827,42.278046,-83.73822
Lee_Goel_Specimen7,Lee & Goel,Specimen 7,1987,Rectangular HSS,HSS102x102x6.4,2110,101.6,101.6,6.4,na,3160000,3160000,38.7,38.7,74700,74700,5170000,SBF,45,3480,3299,ASTM-A500,200000,315,510,574,Gusset plate,254 & 114.3,152.65 & 76.2,77.47 & 161.93,71.02,298.4 & 3.69,50.8 & 76.2,na,na,15.88,254 & 114.3,152.65 & 76.2,77.47 & 161.93,71.02,298.4 & 3.69,50.8 & 76.2,na,na,15.88,ASTM A36,250,nr,nr,Fillet,nr,nr,na,na,na,na,na,Near Field Compression,958,1076.5,958,45,0.7,0.72,0.5,44.96,"Lee, S., Goel, S. C. (1987). ""Seismic behavior of hollow and concrete-filled square tubular bracing members."" Research Rep. No. UMCE 87-11, Univ. of Michigan, Ann Arbor, Mich.",https://deepblue.lib.umich.edu/handle/2027.42/161827,42.278046,-83.73822
Jain_1,Jain,1,1978,Rectangular HSS,HSS25.4x25.4x2.67,228.38664,25.4,25.4,2.67,na,16649.26,16649.26,8.53,8.53,2078.71,2078.71,29700,SB,45,461,410,A570 Gr. C,200000,230,263,365,Gusset plate,76.2,76.2,76.2,25.4,na,na,na,na,3.18,76.2,76.2,76.2,25.4,na,na,na,na,3.18,ASTM A36,250,280.62,280.62,nr,50.8,nr,na,na,na,na,na,Asymmetric,60.1,60,30.3,57,0.7,0.62,1,54.05,"Jain, A.K. (1978). “Hysteresis behavior of bracing members and seismic response of braced frames with different proportions.” PhD Thesis, University of Michigan, Ann Arbor, Michigan, USA",https://deepblue.lib.umich.edu/handle/2027.42/127507,42.278046,-83.73822
Jain_2A,Jain,2A,1978,Rectangular HSS,HSS25.4x25.4x2.67,228.38664,25.4,25.4,2.67,na,16649.26,16649.26,8.53,8.53,2078.71,2078.71,29700,SB,45,461,410,A570 Gr. C,200000,230,263,365,Gusset plate,63.5,63.5,76.2,25.4,na,na,na,na,4.76,63.5,63.5,76.2,25.4,na,na,na,na,4.76,ASTM A36,250,295.1,295.1,nr,50.8,nr,na,na,na,na,na,Asymmetric,nr,60,nr,53,0.6,0.62,1,54.05,"Jain, A.K. (1978). “Hysteresis behavior of bracing members and seismic response of braced frames with different proportions.” PhD Thesis, University of Michigan, Ann Arbor, Michigan, USA",https://deepblue.lib.umich.edu/handle/2027.42/127507,42.278046,-83.73822
Jain_2B,Jain,2B,1978,Rectangular HSS,HSS25.4x25.4x2.67,228.38664,25.4,25.4,2.67,na,16649.26,16649.26,8.53,8.53,2078.71,2078.71,29700,SB,45,461,410,A570 Gr. C,200000,230,392,445,Gusset plate,63.5,63.5,76.2,25.4,na,na,na,na,4.76,63.5,63.5,76.2,25.4,na,na,na,na,4.76,ASTM A36,250,295.1,295.1,nr,50.8,nr,na,na,na,na,na,Asymmetric,nr,89.6,nr,53,0.7,0.76,1,54.05,"Jain, A.K. (1978). “Hysteresis behavior of bracing members and seismic response of braced frames with different proportions.” PhD Thesis, University of Michigan, Ann Arbor, Michigan, USA",https://deepblue.lib.umich.edu/handle/2027.42/127507,42.278046,-83.73822
Jain_3,Jain,3,1978,Rectangular HSS,HSS25.4x25.4x2.67,228.38664,25.4,25.4,2.67,na,16649.26,16649.26,8.53,8.53,2078.71,2078.71,29700,SB,45,461,410,A570 Gr. C,200000,230,263,365,Gusset plate,76.2,76.2,76.2,25.4,na,na,na,na,12.7,76.2,76.2,76.2,25.4,na,na,na,na,12.7,ASTM A36,250,289.58,289.58,nr,50.8,nr,na,na,na,na,na,Asymmetric,nr,60,nr,34,0.4,0.31,0.5,27.02,"Jain, A.K. (1978). “Hysteresis behavior of bracing members and seismic response of braced frames with different proportions.” PhD Thesis, University of Michigan, Ann Arbor, Michigan, USA",https://deepblue.lib.umich.edu/handle/2027.42/127507,42.278046,-83.73822
Jain_4,Jain,4,1978,Rectangular HSS,HSS25.4x25.4x2.67,228.38664,25.4,25.4,2.67,na,16649.26,16649.26,8.53,8.53,2078.71,2078.71,29700,SB,45,512,436,A570 Gr. C,200000,230,263,365,Gusset plate,76.2,76.2,76.2,0,na,na,na,na,3.18,76.2,76.2,76.2,0,na,na,na,na,3.18,ASTM A36,250,280.62,280.62,nr,3,nr,na,na,na,na,na,Asymmetric,57.4,60,41.1,30,0.3,0.35,0.5,30,"Jain, A.K. (1978). “Hysteresis behavior of bracing members and seismic response of braced frames with different proportions.” PhD Thesis, University of Michigan, Ann Arbor, Michigan, USA",https://deepblue.lib.umich.edu/handle/2027.42/127507,42.278046,-83.73822
Jain_5,Jain,5,1978,Rectangular HSS,HSS25.4x25.4x2.67,228.38664,25.4,25.4,2.67,na,16649.26,16649.26,8.53,8.53,2078.71,2078.71,29700,SB,45,512,436,A570 Gr. C,200000,230,263,365,Gusset plate,76.2,76.2,76.2,0,na,na,na,na,12.7,76.2,76.2,76.2,0,na,na,na,na,12.7,ASTM A36,250,289.58,289.58,nr,3,nr,na,na,na,na,na,Asymmetric,nr,60,nr,30,0.3,0.35,0.5,30,"Jain, A.K. (1978). “Hysteresis behavior of bracing members and seismic response of braced frames with different proportions.” PhD Thesis, University of Michigan, Ann Arbor, Michigan, USA",https://deepblue.lib.umich.edu/handle/2027.42/127507,42.278046,-83.73822
Jain_6,Jain,6,1978,Rectangular HSS,HSS25.4x25.4x2.67,228.38664,25.4,25.4,2.67,na,16649.26,16649.26,8.53,8.53,2078.71,2078.71,29700,SB,45,790,739,A570 Gr. C,200000,230,263,365,Gusset plate,82.55,76.2,76.2,25.4,na,na,na,na,3.18,82.55,76.2,76.2,25.4,na,na,na,na,3.18,ASTM A36,250,280.62,280.62,nr,50.8,nr,na,na,na,na,na,Asymmetric,60.7,60,20.2,94,1.1,1.07,1,92.56,"Jain, A.K. (1978). “Hysteresis behavior of bracing members and seismic response of braced frames with different proportions.” PhD Thesis, University of Michigan, Ann Arbor, Michigan, USA",https://deepblue.lib.umich.edu/handle/2027.42/127507,42.278046,-83.73822
Jain_7A,Jain,7A,1978,Rectangular HSS,HSS25.4x25.4x2.67,228.38664,25.4,25.4,2.67,na,16649.26,16649.26,8.53,8.53,2078.71,2078.71,29700,SB,45,777,726,A570 Gr. C,200000,230,263,365,Gusset plate,63.5,63.5,76.2,25.4,na,na,na,na,4.76,63.5,63.5,76.2,25.4,na,na,na,na,4.76,ASTM A36,250,295.1,295.1,nr,50.8,nr,na,na,na,na,na,Asymmetric,nr,60,nr,81,0.9,0.88,0.84,76.5,"Jain, A.K. (1978). “Hysteresis behavior of bracing members and seismic response of braced frames with different proportions.” PhD Thesis, University of Michigan, Ann Arbor, Michigan, USA",https://deepblue.lib.umich.edu/handle/2027.42/127507,42.278046,-83.73822
Jain_7B,Jain,7B,1978,Rectangular HSS,HSS25.4x25.4x2.67,228.38664,25.4,25.4,2.67,na,16649.26,16649.26,8.53,8.53,2078.71,2078.71,29700,SB,45,777,726,A570 Gr. C,200000,230,392,445,Gusset plate,63.5,63.5,76.2,25.4,na,na,na,na,4.76,63.5,63.5,76.2,25.4,na,na,na,na,4.76,ASTM A36,250,295.1,295.1,nr,50.8,nr,na,na,na,na,na,Asymmetric,nr,89.6,nr,81,1.1,1.08,0.84,76.5,"Jain, A.K. (1978). “Hysteresis behavior of bracing members and seismic response of braced frames with different proportions.” PhD Thesis, University of Michigan, Ann Arbor, Michigan, USA",https://deepblue.lib.umich.edu/handle/2027.42/127507,42.278046,-83.73822
Jain_8,Jain,8,1978,Rectangular HSS,HSS25.4x25.4x2.67,228.38664,25.4,25.4,2.67,na,16649.26,16649.26,8.53,8.53,2078.71,2078.71,29700,SB,45,803,752,A570 Gr. C,200000,230,263,365,Gusset plate,76.2,76.2,76.2,25.4,na,na,na,na,12.7,76.2,76.2,76.2,25.4,na,na,na,na,12.7,ASTM A36,250,289.58,289.58,nr,50.8,nr,na,na,na,na,na,Asymmetric,nr,60,nr,54,0.6,0.59,0.54,50.79,"Jain, A.K. (1978). “Hysteresis behavior of bracing members and seismic response of braced frames with different proportions.” PhD Thesis, University of Michigan, Ann Arbor, Michigan, USA",https://deepblue.lib.umich.edu/handle/2027.42/127507,42.278046,-83.73822
Jain_9,Jain,9,1978,Rectangular HSS,HSS25.4x25.4x2.67,228.38664,25.4,25.4,2.67,na,16649.26,16649.26,8.53,8.53,2078.71,2078.71,29700,SB,45,853,777,A570 Gr. C,200000,230,263,365,Gusset plate,76.2,76.2,76.2,0,na,na,na,na,3.18,76.2,76.2,76.2,0,na,na,na,na,3.18,ASTM A36,250,280.62,280.62,nr,3,nr,na,na,na,na,na,Asymmetric,59.4,60,33.6,50,0.6,0.58,0.5,50,"Jain, A.K. (1978). “Hysteresis behavior of bracing members and seismic response of braced frames with different proportions.” PhD Thesis, University of Michigan, Ann Arbor, Michigan, USA",https://deepblue.lib.umich.edu/handle/2027.42/127507,42.278046,-83.73822
Jain_10,Jain,10,1978,Rectangular HSS,HSS25.4x25.4x2.67,228.38664,25.4,25.4,2.67,na,16649.26,16649.26,8.53,8.53,2078.71,2078.71,29700,SB,45,853,777,A570 Gr. C,200000,230,263,365,Gusset plate,76.2,76.2,76.2,0,na,na,na,na,12.7,76.2,76.2,76.2,0,na,na,na,na,12.7,ASTM A36,250,289.58,289.58,nr,3,nr,na,na,na,na,na,Asymmetric,nr,60,nr,50,0.6,0.58,0.5,50,"Jain, A.K. (1978). “Hysteresis behavior of bracing members and seismic response of braced frames with different proportions.” PhD Thesis, University of Michigan, Ann Arbor, Michigan, USA",https://deepblue.lib.umich.edu/handle/2027.42/127507,42.278046,-83.73822
Jain_11,Jain,11,1978,Rectangular HSS,HSS25.4x25.4x2.67,228.38664,25.4,25.4,2.67,na,16649.26,16649.26,8.53,8.53,2078.71,2078.71,29700,SB,45,1264,1213,A570 Gr. C,200000,230,263,365,Gusset plate,82.55,76.2,76.2,25.4,na,na,na,na,3.18,82.55,76.2,76.2,25.4,na,na,na,na,3.18,ASTM A36,250,280.62,280.62,nr,50.8,nr,na,na,na,na,na,Asymmetric,nr,60,nr,140,1.6,1.71,1,148.07,"Jain, A.K. (1978). “Hysteresis behavior of bracing members and seismic response of braced frames with different proportions.” PhD Thesis, University of Michigan, Ann Arbor, Michigan, USA",https://deepblue.lib.umich.edu/handle/2027.42/127507,42.278046,-83.73822
Jain_12A,Jain,12A,1978,Rectangular HSS,HSS25.4x25.4x2.67,228.38664,25.4,25.4,2.67,na,16649.26,16649.26,8.53,8.53,2078.71,2078.71,29700,SB,45,1219,1168,A570 Gr. C,200000,230,263,365,Gusset plate,63.5,63.5,76.2,25.4,na,na,na,na,4.76,63.5,63.5,76.2,25.4,na,na,na,na,4.76,ASTM A36,250,295.1,295.1,nr,50.8,nr,na,na,na,na,na,Asymmetric,59.4,60,16.1,115,1.3,1.27,0.77,110,"Jain, A.K. (1978). “Hysteresis behavior of bracing members and seismic response of braced frames with different proportions.” PhD Thesis, University of Michigan, Ann Arbor, Michigan, USA",https://deepblue.lib.umich.edu/handle/2027.42/127507,42.278046,-83.73822
Jain_12B,Jain,12B,1978,Rectangular HSS,HSS25.4x25.4x2.67,228.38664,25.4,25.4,2.67,na,16649.26,16649.26,8.53,8.53,2078.71,2078.71,29700,SB,45,1219,1168,A570 Gr. C,200000,230,392,445,Gusset plate,63.5,63.5,76.2,25.4,na,na,na,na,4.76,63.5,63.5,76.2,25.4,na,na,na,na,4.76,ASTM A36,250,295.1,295.1,nr,50.8,nr,na,na,na,na,na,Asymmetric,nr,89.6,nr,115,1.6,1.55,0.77,110,"Jain, A.K. (1978). “Hysteresis behavior of bracing members and seismic response of braced frames with different proportions.” PhD Thesis, University of Michigan, Ann Arbor, Michigan, USA",https://deepblue.lib.umich.edu/handle/2027.42/127507,42.278046,-83.73822
Jain_13,Jain,13,1978,Rectangular HSS,HSS25.4x25.4x2.67,228.38664,25.4,25.4,2.67,na,16649.26,16649.26,8.53,8.53,2078.71,2078.71,29700,SB,45,1314,1264,A570 Gr. C,200000,230,263,365,Gusset plate,76.2,76.2,76.2,25.4,na,na,na,na,12.7,76.2,76.2,76.2,25.4,na,na,na,na,12.7,ASTM A36,250,289.58,289.58,nr,50.8,nr,na,na,na,na,na,Asymmetric,nr,60,nr,84,1,0.89,0.5,77.01,"Jain, A.K. (1978). “Hysteresis behavior of bracing members and seismic response of braced frames with different proportions.” PhD Thesis, University of Michigan, Ann Arbor, Michigan, USA",https://deepblue.lib.umich.edu/handle/2027.42/127507,42.278046,-83.73822
Jain_14,Jain,14,1978,Rectangular HSS,HSS25.4x25.4x2.67,228.38664,25.4,25.4,2.67,na,16649.26,16649.26,8.53,8.53,2078.71,2078.71,29700,SB,45,1365,1289,A570 Gr. C,200000,230,263,365,Gusset plate,76.2,76.2,76.2,0,na,na,na,na,3.18,76.2,76.2,76.2,0,na,na,na,na,3.18,ASTM A36,250,280.62,280.62,nr,3,nr,na,na,na,na,na,Asymmetric,nr,60,nr,80,0.9,0.92,0.5,79.99,"Jain, A.K. (1978). “Hysteresis behavior of bracing members and seismic response of braced frames with different proportions.” PhD Thesis, University of Michigan, Ann Arbor, Michigan, USA",https://deepblue.lib.umich.edu/handle/2027.42/127507,42.278046,-83.73822
Jain_15,Jain,15,1978,Rectangular HSS,HSS25.4x25.4x2.67,228.38664,25.4,25.4,2.67,na,16649.26,16649.26,8.53,8.53,2078.71,2078.71,29700,SB,45,1365,1289,A570 Gr. C,200000,230,263,365,Gusset plate,76.2,76.2,76.2,0,na,na,na,na,12.7,76.2,76.2,76.2,0,na,na,na,na,12.7,ASTM A36,250,289.58,289.58,nr,3,nr,na,na,na,na,na,Asymmetric,59.6,60,26.1,80,0.9,0.92,0.5,79.99,"Jain, A.K. (1978). “Hysteresis behavior of bracing members and seismic response of braced frames with different proportions.” PhD Thesis, University of Michigan, Ann Arbor, Michigan, USA",https://deepblue.lib.umich.edu/handle/2027.42/127507,42.278046,-83.73822
Jain_16,Jain,16,1978,Rectangular HSS,HSS25.4x25.4x2.67,228.38664,25.4,25.4,2.67,na,16649.26,16649.26,8.53,8.53,2078.71,2078.71,29700,SB,45,461,410,A570 Gr. C,200000,230,263,365,Gusset plate,76.2,76.2,76.2,25.4,na,na,na,na,3.18,76.2,76.2,76.2,25.4,na,na,na,na,3.18,ASTM A36,250,280.62,280.62,nr,50.8,nr,na,na,na,na,na,Asymmetric,30.4,60,16.9,57,0.7,0.62,1,54.05,"Jain, A.K. (1978). “Hysteresis behavior of bracing members and seismic response of braced frames with different proportions.” PhD Thesis, University of Michigan, Ann Arbor, Michigan, USA",https://deepblue.lib.umich.edu/handle/2027.42/127507,42.278046,-83.73822
Jain_17,Jain,17,1978,Rectangular HSS,HSS25.4x25.4x2.67,228.38664,25.4,25.4,2.67,na,16649.26,16649.26,8.53,8.53,2078.71,2078.71,29700,SB,45,461,410,A570 Gr. C,200000,230,263,365,Gusset plate,63.5,63.5,76.2,25.4,na,na,na,na,12.7,63.5,63.5,76.2,25.4,na,na,na,na,12.7,ASTM A36,250,289.58,289.58,nr,50.8,nr,na,na,na,na,na,Asymmetric,nr,60,nr,34,0.4,0.36,0.57,30.81,"Jain, A.K. (1978). “Hysteresis behavior of bracing members and seismic response of braced frames with different proportions.” PhD Thesis, University of Michigan, Ann Arbor, Michigan, USA",https://deepblue.lib.umich.edu/handle/2027.42/127507,42.278046,-83.73822
Jain_18,Jain,18,1978,Rectangular HSS,HSS25.4x25.4x2.67,228.38664,25.4,25.4,2.67,na,16649.26,16649.26,8.53,8.53,2078.71,2078.71,29700,SB,45,803,752,A570 Gr. C,200000,230,263,365,Gusset plate,76.2,76.2,76.2,25.4,na,na,na,na,3.18,76.2,76.2,76.2,25.4,na,na,na,na,3.18,ASTM A36,250,280.62,280.62,nr,50.8,nr,na,na,na,na,na,Asymmetric,nr,60,nr,92,1.1,1.08,1,94.05,"Jain, A.K. (1978). “Hysteresis behavior of bracing members and seismic response of braced frames with different proportions.” PhD Thesis, University of Michigan, Ann Arbor, Michigan, USA",https://deepblue.lib.umich.edu/handle/2027.42/127507,42.278046,-83.73822
Jain_19,Jain,19,1978,Rectangular HSS,HSS25.4x25.4x2.67,228.38664,25.4,25.4,2.67,na,16649.26,16649.26,8.53,8.53,2078.71,2078.71,29700,SB,45,803,752,A570 Gr. C,200000,230,263,365,Gusset plate,63.5,63.5,76.2,25.4,na,na,na,na,12.7,63.5,63.5,76.2,25.4,na,na,na,na,12.7,ASTM A36,250,289.58,289.58,nr,50.8,nr,na,na,na,na,na,Asymmetric,60.1,60,64.2,54,0.6,0.59,0.54,50.79,"Jain, A.K. (1978). “Hysteresis behavior of bracing members and seismic response of braced frames with different proportions.” PhD Thesis, University of Michigan, Ann Arbor, Michigan, USA",https://deepblue.lib.umich.edu/handle/2027.42/127507,42.278046,-83.73822
Jain_20,Jain,20,1978,Rectangular HSS,HSS25.4x25.4x2.67,228.38664,25.4,25.4,2.67,na,16649.26,16649.26,8.53,8.53,2078.71,2078.71,29700,SB,45,1219,1168,A570 Gr. C,200000,230,263,365,Gusset plate,76.2,76.2,76.2,25.4,na,na,na,na,3.18,76.2,76.2,76.2,25.4,na,na,na,na,3.18,ASTM A36,250,280.62,280.62,nr,50.8,nr,na,na,na,na,na,Asymmetric,nr,60,nr,134,1.5,1.65,1,142.86,"Jain, A.K. (1978). “Hysteresis behavior of bracing members and seismic response of braced frames with different proportions.” PhD Thesis, University of Michigan, Ann Arbor, Michigan, USA",https://deepblue.lib.umich.edu/handle/2027.42/127507,42.278046,-83.73822
Jain_21,Jain,21,1978,Rectangular HSS,HSS25.4x25.4x2.67,228.38664,25.4,25.4,2.67,na,16649.26,16649.26,8.53,8.53,2078.71,2078.71,29700,SB,45,1219,1168,A570 Gr. C,200000,230,263,365,Gusset plate,63.5,63.5,76.2,25.4,na,na,na,na,12.7,63.5,63.5,76.2,25.4,na,na,na,na,12.7,ASTM A36,250,289.58,289.58,nr,50.8,nr,na,na,na,na,na,Asymmetric,nr,60,nr,78,0.9,0.82,0.5,71.43,"Jain, A.K. (1978). “Hysteresis behavior of bracing members and seismic response of braced frames with different proportions.” PhD Thesis, University of Michigan, Ann Arbor, Michigan, USA",https://deepblue.lib.umich.edu/handle/2027.42/127507,42.278046,-83.73822
