type,section,t_f,w,a,d,d_det,b_f,b_fdet,t_w,t_wdet,t_f,t_fdet,k_des,k_det,k_1,b_f_ov_2t_f,h_ov_t_w,i_x,z_x,s_x,r_x,i_y,z_y,s_y,r_y,j,c_w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W10X19,F,19.0,5.62,10.2,10  1/4 ,4.02,4      ,0.250,  1/4 ,0.395,  3/8 ,0.695, 15/16,  5/8 ,5.09,35.4,96.3,21.6,18.8,4.14,4.29,3.35,2.14,0.874,0.233,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W10X17,F,17.0,4.99,10.1,10  1/8 ,4.01,4      ,0.240,  1/4 ,0.330,  5/16,0.630,  7/8 ,  9/16,6.08,36.9,81.9,18.7,16.2,4.05,3.56,2.80,1.78,0.845,0.156,85.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W10X15,F,15.0,4.41,9.99,10      ,4.00,4      ,0.230,  1/4 ,0.270,  1/4 ,0.570, 13/16,  9/16,7.41,38.5,68.9,16.0,13.8,3.95,2.89,2.30,1.45,0.810,0.104,68.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W10X12,F,12.0,3.54,9.87,9  7/8 ,3.96,4      ,0.190,  3/16,0.210,  3/16,0.510,  3/4 ,  9/16,9.43,46.6,53.8,12.6,10.9,3.90,2.18,1.74,1.10,0.785,0.0547,50.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W8X67,F,67.0,19.7,9.00,9      ,8.28,8  1/4 ,0.570,  9/16,0.935, 15/16,1.33,1  5/8 , 15/16,4.43,11.1,272,70.1,60.4,3.72,88.6,32.7,21.4,2.12,5.05,1440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W8X58,F,58.0,17.1,8.75,8  3/4 ,8.22,8  1/4 ,0.510,  1/2 ,0.810, 13/16,1.20,1  1/2 ,  7/8 ,5.07,12.4,228,59.8,52.0,3.65,75.1,27.9,18.3,2.10,3.33,1180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W8X48,F,48.0,14.1,8.50,8  1/2 ,8.11,8  1/8 ,0.400,  3/8 ,0.685, 11/16,1.08,1  3/8 , 13/16,5.92,15.9,184,49.0,43.2,3.61,60.9,22.9,15.0,2.08,1.96,931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W8X40,F,40.0,11.7,8.25,8  1/4 ,8.07,8  1/8 ,0.360,  3/8 ,0.560,  9/16,0.954,1  1/4 , 13/16,7.21,17.6,146,39.8,35.5,3.53,49.1,18.5,12.2,2.04,1.12,726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W8X35,F,35.0,10.3,8.12,8  1/8 ,8.02,8      ,0.310,  5/16,0.495,  1/2 ,0.889,1  3/16, 13/16,8.10,20.5,127,34.7,31.2,3.51,42.6,16.1,10.6,2.03,0.769,619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W8X31,F,31.0,9.13,8.00,8      ,8.00,8      ,0.285,  5/16,0.435,  7/16,0.829,1  1/8 ,  3/4 ,9.19,22.3,110,30.4,27.5,3.47,37.1,14.1,9.27,2.02,0.536,530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W8X28,F,28.0,8.25,8.06,8      ,6.54,6  1/2 ,0.285,  5/16,0.465,  7/16,0.859, 15/16,  5/8 ,7.03,22.3,98.0,27.2,24.3,3.45,21.7,10.1,6.63,1.62,0.537,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W8X24,F,24.0,7.08,7.93,7  7/8 ,6.50,6  1/2 ,0.245,  1/4 ,0.400,  3/8 ,0.794,  7/8 ,  9/16,8.12,25.9,82.7,23.1,20.9,3.42,18.3,8.57,5.63,1.61,0.346,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W8X21,F,21.0,6.16,8.28,8  1/4 ,5.27,5  1/4 ,0.250,  1/4 ,0.400,  3/8 ,0.700,  7/8 ,  9/16,6.59,27.5,75.3,20.4,18.2,3.49,9.77,5.69,3.71,1.26,0.282,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W8X18,F,18.0,5.26,8.14,8  1/8 ,5.25,5  1/4 ,0.230,  1/4 ,0.330,  5/16,0.630, 13/16,  9/16,7.95,29.9,61.9,17.0,15.2,3.43,7.97,4.66,3.04,1.23,0.172,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W8X15,F,15.0,4.44,8.11,8  1/8 ,4.02,4      ,0.245,  1/4 ,0.315,  5/16,0.615, 13/16,  9/16,6.37,28.1,48.0,13.6,11.8,3.29,3.41,2.67,1.70,0.876,0.137,51.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W8X13,F,13.0,3.84,7.99,8      ,4.00,4      ,0.230,  1/4 ,0.255,  1/4 ,0.555,  3/4 ,  9/16,7.84,29.9,39.6,11.4,9.91,3.21,2.73,2.15,1.37,0.843,0.0871,40.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W8X10,F,10.0,2.96,7.89,7  7/8 ,3.94,4      ,0.170,  3/16,0.205,  3/16,0.505, 11/16,  1/2 ,9.61,40.5,30.8,8.87,7.81,3.22,2.09,1.66,1.06,0.841,0.0426,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W6X25,F,25.0,7.34,6.38,6  3/8 ,6.08,6  1/8 ,0.320,  5/16,0.455,  7/16,0.705, 15/16,  9/16,6.68,15.5,53.4,18.9,16.7,2.70,17.1,8.56,5.61,1.52,0.461,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W6X20,F,20.0,5.87,6.20,6  1/4 ,6.02,6      ,0.260,  1/4 ,0.365,  3/8 ,0.615,  7/8 ,  9/16,8.25,19.1,41.4,14.9,13.4,2.66,13.3,6.72,4.41,1.50,0.240,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W6X15,F,15.0,4.43,5.99,6      ,5.99,6      ,0.230,  1/4 ,0.260,  1/4 ,0.510,  3/4 ,  9/16,11.5,21.6,29.1,10.8,9.72,2.56,9.32,4.75,3.11,1.45,0.101,76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W6X16,F,16.0,4.74,6.28,6  1/4 ,4.03,4      ,0.260,  1/4 ,0.405,  3/8 ,0.655,  7/8 ,  9/16,4.98,19.1,32.1,11.7,10.2,2.60,4.43,3.39,2.20,0.967,0.223,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W6X12,F,12.0,3.55,6.03,6      ,4.00,4      ,0.230,  1/4 ,0.280,  1/4 ,0.530,  3/4 ,  9/16,7.14,21.6,22.1,8.30,7.31,2.49,2.99,2.32,1.50,0.918,0.0903,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W6X9,F,9.00,2.68,5.90,5  7/8 ,3.94,4      ,0.170,  3/16,0.215,  3/16,0.465, 11/16,  1/2 ,9.16,29.2,16.4,6.23,5.56,2.47,2.20,1.72,1.11,0.905,0.0405,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W6X8.5,F,8.50,2.52,5.83,5  7/8 ,3.94,4      ,0.170,  3/16,0.195,  3/16,0.445, 11/16,  1/2 ,10.1,29.1,14.9,5.73,5.10,2.43,1.99,1.56,1.01,0.890,0.0333,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W5X19,F,19.0,5.56,5.15,5  1/8 ,5.03,5      ,0.270,  1/4 ,0.430,  7/16,0.730, 13/16,  7/16,5.85,13.7,26.3,11.6,10.2,2.17,9.13,5.53,3.63,1.28,0.316,50.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W5X16,F,16.0,4.71,5.01,5      ,5.00,5      ,0.240,  1/4 ,0.360,  3/8 ,0.660,  3/4 ,  7/16,6.94,15.4,21.4,9.63,8.55,2.13,7.51,4.58,3.00,1.26,0.192,40.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W4X13,F,13.0,3.83,4.16,4  1/8 ,4.06,4      ,0.280,  1/4 ,0.345,  3/8 ,0.595,  3/4 ,  1/2 ,5.88,10.6,11.3,6.28,5.46,1.72,3.86,2.92,1.90,1.00,0.151,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
